2012年家户号,2011-2012全部家庭纯收入,同灶吃饭成员的总人数
440460,55088,6
440461,20848,6
440462,41300,5
440463,27100,1
440464,44450,8
440470,55650,6
440472,28300,5
440473,42520,6
440474,22315,6
440475,61700,4
440476,71900,3
440477,66300,8
440479,400,1
440481,13800,4
440482,30050,4
440483,14800,6
440485,48100,6
440488,70000,3
440492,15400,4
440493,1110,2
440494,54983,6
440495,105340,6
440496,250,3
440500,560,3
440501,21001,6
440502,79940,4
440503,28600,5
440504,300,2
440505,55530,5
440506,200,1
440508,40000,7
440512,2410,5
440513,350,2
440515,5200,6
440518,155481,6
440519,77921,6
440521,11628,3
440524,50000,4
440525,7380,6
440526,22000,4
440528,1500,3
440530,500,2
440531,48320,5
440533,1900,7
440535,35000,6
440537,136680,11
440538,33800,5
440539,7000,2
440542,2080,3
440545,80000,2
440546,58000,5
440547,2,6
440550,3790,2
440552,36200,5
440553,24655,3
440555,2000,5
440556,89871,8
440557,18600,5
440559,12370,4
440560,53100,5
440562,44500,6
440563,1370,1
440565,49120,5
440568,66200,4
440569,25802,5
440570,31760,5
440572,170116,4
440576,80990,9
440577,57450,6
440579,102030,11
440580,31300,3
440582,61110,2
440583,19330,6
440584,2495,6
440585,65865,7
440586,10641,2
440587,60635,10
440588,16947,6
440590,1850,7
440591,33800,4
440593,13370,9
440596,12100,6
440597,24375,8
440598,5330,3
440604,80350,8
440616,59930,7
440619,23025,5
440622,62000,7
440624,30000,9
440627,72400,5
440630,24490,4
440631,3000,4
440632,41000,4
440633,5900,5
440636,37018,4
440637,51400,11
440638,11440,2
440639,3300,10
440640,32720,4
440642,15100,3
440643,15233,5
440645,3900,5
440647,14000,9
440648,57500,7
440650,22800,4
440651,40200,3
440656,2400,1
440661,70000,3
440662,72000,2
440667,118960,4
440669,43200,3
440670,32200,3
440671,22800,3
440672,28600,4
440674,101500,5
440675,31200,8
440685,34536,2
440693,15600,1
440694,36000,3
440695,15000,3
440696,31200,2
440705,31080,2
440712,13200,3
440714,40440,3
440717,32400,3
440721,34560,6
440722,12000,4
440723,39600,5
440724,33390,3
440725,12000,2
440726,12880,5
440728,72640,6
440729,25800,5
440730,77400,5
440731,89480,7
440732,21600,1
440733,69000,6
440734,8100,4
440735,44000,4
440738,70500,3
440740,28200,2
440741,77600,6
440742,19720,4
440743,41600,5
440744,41740,6
440745,1900,4
440746,33000,4
440747,17080,4
440751,144120,5
440753,53000,4
440755,15600,6
440756,40960,3
440758,121040,8
440759,30000,9
440762,34380,8
440763,51440,7
440764,71548,4
440765,89000,5
440766,57400,7
440767,9200,4
440768,5500,5
440769,3760,3
440770,30000,6
440771,30000,4
440773,35000,4
440774,20000,3
440775,48000,7
440776,27400,4
440777,18000,3
440778,17256,6
440779,24000,5
440781,67000,4
440782,10815,6
440785,41000,4
440786,33300,6
440787,18990,3
440788,61200,3
440789,49750,2
440790,35720,6
440791,50000,4
440793,85000,4
440794,20000,2
440795,90000,3
440796,21400,4
440797,130000,3
440799,27600,1
440800,125800,3
440801,8352,3
440805,35000,3
440810,6000,2
440812,119000,10
440813,22400,3
440815,50416,3
440817,21600,5
440819,98644,4
440820,96600,4
440821,95600,3
440822,85000,5
440823,48000,2
440824,15160,4
440825,23900,1
440826,276292,4
440827,206000,4
440830,6000,1
440831,186000,3
440837,85000,4
440840,650000,3
440846,31200,2
440847,17410,4
440848,105400,7
440850,120000,5
440854,48180,2
440855,16200,3
440856,73200,5
440870,4000,2
440876,297600,5
440877,83400,4
440878,30600,4
440880,42200,4
440881,60840,4
440887,39800,4
440888,67600,6
440889,229000,5
440896,47000,5
440897,58200,6
440899,1700,2
440901,2900,3
440903,9700,2
440904,97000,4
440905,47290,3
440909,49990,4
440911,11700,4
440912,36000,5
440914,70600,4
440916,41640,3
440919,246900,6
440920,18500,4
440921,13860,2
440922,28704,5
440923,41530,4
440927,89200,8
440928,1400,2
440929,52820,5
440930,149000,4
440931,38800,1
440932,37500,5
440933,7500,4
440934,20500,3
440937,24000,4
440938,8000,2
440940,11300,1
440942,65750,3
440946,47000,5
440947,175900,6
440948,29000,4
440950,21744,1
440951,15600,4
440952,40000,2
440954,46000,3
440955,44000,4
440957,62000,3
440965,68000,3
440966,53650,3
440967,32000,2
440974,67500,3
440975,141400,5
440976,103000,4
440983,37240,5
440987,50420,3
440991,33000,3
440992,10800,3
441001,56506,4
441002,8970,2
441003,32130,1
441004,83212,6
441005,118984,4
441006,1800,3
441007,31580,4
441008,3000,6
441015,180000,3
441016,80300,3
441018,700,1
441020,14100,3
441023,33600,1
441032,37000,3
441034,80000,4
441041,8000,4
441044,25100,3
441045,1360,4
441048,16800,4
441053,5850,4
441058,60000,5
441061,36490,6
441063,18800,4
441065,30600,2
441067,22780,6
441070,15970,7
441072,127571,7
441073,158740,5
441074,59100,5
441076,32230,3
441077,19000,3
441080,31525,4
441081,13535,3
441082,22530,6
441087,37520,10
441088,21820,6
441089,90000,4
441090,81160,5
441091,73560,6
441092,65600,3
441093,58800,6
441094,19680,4
441095,80700,5
441096,120300,6
441097,77600,5
441098,31200,2
441099,113784,6
441103,53600,6
441106,35840,4
441108,66240,6
441110,50400,2
441112,31200,3
441113,58800,5
441114,56000,5
441115,27600,5
441117,71000,9
441118,124180,6
441120,24000,4
441121,138800,3
441129,19300,2
441131,73200,4
441133,207200,5
441134,60000,2
441135,90000,3
441138,35000,5
441139,125100,4
441140,139000,3
441148,32096,1
441153,48000,1
441155,77400,2
441156,67200,2
441164,65040,3
441177,38400,5
441181,83000,2
441185,110000,3
441194,39600,3
441199,26700,2
441205,83400,7
441206,80000,3
441207,65200,3
441210,120000,6
441211,80264,5
441212,45200,4
441213,81800,3
441218,159000,6
441220,17000,3
441222,40000,3
441223,160000,4
441224,50000,6
441225,70000,2
441226,28680,3
441232,17800,1
441233,22800,4
441235,49000,4
441237,44000,4
441238,1501,4
441239,43500,3
441241,202000,4
441243,40400,3
441245,3000,2
441251,43200,4
441252,41500,5
441253,59200,5
441254,2000,2
441256,42900,8
441257,300,4
441258,12000,4
441259,97176,5
441260,12002,3
441261,20340,4
441262,2000,3
441263,46200,9
441267,43120,7
441270,15100,5
441271,78700,7
441272,75000,6
441274,18600,3
441276,35780,3
441277,27000,3
441279,16800,5
441283,92200,5
441286,27300,5
441287,30400,4
441288,18000,6
441289,33000,10
441290,18200,4
441294,24300,5
441295,87200,4
441296,107600,6
441297,128000,5
441298,80000,4
441300,57620,6
441305,49860,4
441306,61115,4
441309,279400,11
441311,65000,3
441313,203400,4
441314,70000,6
441315,115000,3
441318,36000,4
441319,30000,3
441324,25000,3
441325,27600,6
441326,46000,2
441327,81000,4
441329,55400,4
441331,72264,3
441332,44400,3
441334,172000,5
441349,178760,4
441350,53600,3
441351,89860,3
441353,62000,3
441356,90200,3
441357,14708,8
441358,50000,3
441359,70964,5
441360,40000,4
441366,116000,3
441369,57600,5
441371,21600,3
441376,34800,1
441378,109200,3
441380,19500,1
441381,49200,2
441382,51600,3
441384,64776,3
441385,20500,2
441387,1000,2
441390,43000,3
441391,7450,3
441395,5771,5
441400,20070,5
441402,175400,3
441403,200,2
441404,7388,2
441406,145101,6
441416,6375,2
441419,4300,4
441429,571200,4
441431,90000,2
441432,20400,5
441435,116600,4
441438,83000,4
441441,37056,3
441443,45300,4
441444,81500,4
441445,142852,5
441447,159400,5
441448,61750,4
441449,95000,4
441450,19500,3
441451,52880,3
441455,27000,3
441457,37460,4
441460,27600,3
441463,1343744,3
441464,75600,4
441468,66080,4
441469,26878,5
441471,136000,3
441473,14400,5
441476,30000,4
441477,26800,3
441478,36000,4
441481,86712,3
441482,25000,2
441494,37600,1
441495,47312,3
441497,131520,4
441498,42000,4
441505,37720,3
441506,15000,3
441511,39600,2
441512,40040,3
441513,18000,4
441514,36000,2
441519,72900,11
441521,17470,4
441522,35851,5
441523,14701,5
441524,9950,5
441526,14201,3
441528,14630,7
441532,80701,5
441534,35000,6
441535,47000,3
441537,3560,3
441542,91175,8
441545,84345,4
441547,48250,4
441549,8005,5
441558,20,6
441562,12700,6
441564,30100,11
441572,42270,6
441574,210,5
441575,56200,2
441576,61200,6
441577,9000,3
441579,70035,5
441584,43000,5
441585,19400,5
441586,18014,3
441587,965,6
441589,8200,2
441590,12000,3
441592,52200,4
441594,24130,4
441596,40000,5
441599,930,4
441600,15600,4
441601,60050,6
441604,50500,3
441605,13880,4
441607,33000,6
441608,125150,6
441609,5050,6
441610,61900,8
441614,91440,5
441617,50610,5
441620,49600,4
441622,116000,4
441623,10000,4
441626,36680,4
441628,59140,4
441629,7520,1
441630,2400,2
441631,38360,9
441632,14100,5
441636,100300,5
441639,600,5
441644,6000,5
441645,25640,8
441646,38244,7
441650,64210,5
441652,21700,7
441656,39860,5
441659,8620,5
441662,32490,4
441663,38400,6
441665,26000,5
441666,31700,5
441668,1000,1
441672,32100,5
441673,82600,7
441674,116800,5
441677,7720,4
441678,39900,6
441679,19500,9
441680,29700,6
441681,3620,2
441682,75800,8
441685,21500,7
441686,37700,9
441687,5400,6
441688,55240,8
441689,1040,4
441690,30500,7
441691,41139,10
441692,10580,4
441694,25300,7
441695,20220,8
441696,14200,11
441697,30100,10
441698,62500,8
441699,129000,9
441700,155360,17
441701,92140,8
441702,18600,5
441705,6700,6
441707,20000,9
441708,103000,7
441710,15920,9
441711,15500,7
441712,104000,8
441713,2400,9
441714,1700,6
441716,49800,5
441717,38850,5
441719,6940,5
441721,78750,5
441725,7740,5
441727,3350,6
441728,44232,8
441729,84500,9
441730,15700,5
441732,44390,4
441734,87200,7
441736,98300,5
441738,19790,5
441739,154000,9
441740,14920,7
441741,4120,6
441742,3550,5
441745,63356,5
441747,67200,2
441748,28320,5
441750,25200,4
441751,55360,4
441752,13800,2
441754,12000,7
441762,55360,4
441763,15780,4
441767,74000,5
441771,24000,4
441777,13000,5
441779,10000,6
441780,22000,6
441788,13900,7
441790,27600,4
441794,6240,8
441799,800,2
441800,600,1
441801,26660,7
441802,20000,5
441807,2000,2
441810,22300,8
441813,36000,4
441814,43000,7
441815,127500,5
441820,46000,6
441822,23400,5
441827,65100,8
441828,1200,3
441830,30000,6
441831,37200,4
441835,10000,5
441837,2000,2
441838,39900,7
441839,45000,6
441840,28000,6
441842,115000,9
441843,100000,11
441844,15200,1
441846,370,8
441847,8000,5
441848,865,6
441849,200,7
441851,8900,4
441854,28350,5
441858,29500,4
441859,51300,6
441861,103500,7
441862,3000,10
441863,115751,5
441864,290,5
441865,21280,4
441866,480,3
441867,1200,2
441868,600,1
441870,120,3
441872,15300,5
441873,5570,2
441875,41600,4
441876,18000,7
441881,300,3
441883,1530,1
441889,1500,1
441892,35000,7
441893,68155,10
441894,27300,3
441895,5800,2
441896,10605,7
441900,125500,13
441909,27530,3
441910,863,2
441912,31050,7
441914,62575,4
441915,51600,4
441917,3860,2
441918,17000,4
441920,1020,2
441921,120,5
441922,55080,8
441924,18270,6
441926,35200,4
441927,65800,3
441928,16650,4
441929,18000,1
441930,25900,6
441931,44680,5
441933,36050,4
441934,1500,2
441936,200,5
441938,41500,6
441940,6670,3
441941,48175,5
441944,40100,5
441945,83930,7
441946,93390,4
441947,43200,6
441949,52570,3
441952,1050,8
441953,62540,7
441954,1792,5
441957,61150,9
441958,24960,5
441960,73600,8
441962,13010,5
441963,2700,4
441964,10000,3
441965,1385,4
441966,88260,6
441969,20000,5
441970,113200,5
441972,29300,7
441973,3000,3
441974,900,3
441975,3500,5
441978,138260,7
441980,34260,4
441981,18400,5
441985,43501,4
441986,25000,5
441995,18320,3
441997,500,8
441998,370,7
442002,50260,11
442004,4395,11
442007,21600,5
442008,27400,3
442012,4800,2
442027,16920,2
442039,30000,4
442042,12000,5
442081,4610,3
443989,33600,1
446170,3000,2
448810,67600,4
448849,62000,2
450004,5100,1
450007,4000,3
450008,6000,3
450009,23170,5
450010,36135,6
450021,30050,4
450022,25700,4
450023,6650,3
450024,1900,1
450026,7900,2
450027,31000,4
450028,1500,4
450030,40351,7
450032,300,1
450035,62531,3
450038,2300,5
450039,40000,2
450040,44865,6
450041,6021,3
450042,9260,4
450043,33601,4
450045,14710,3
450048,40316,7
450049,22136,5
450050,9700,4
450052,35000,4
450053,20181,2
450054,59440,5
450055,10361,4
450056,30780,5
450087,46950,4
450089,2110,6
450093,120200,4
450097,19750,3
450098,29161,5
450099,27000,4
450100,9314,3
450102,17648,4
450103,45180,4
450104,15470,3
450105,26241,3
450106,10701,4
450107,6980,4
450108,79490,4
450110,3921,4
450111,22650,3
450112,8079,4
450114,21666,5
450115,88100,6
450116,26295,4
450117,1426,5
450119,23760,2
450122,55330,4
450124,33200,8
450129,25520,4
450131,10590,5
450133,1136,1
450136,34472,4
450139,21600,3
450141,11470,4
450143,2050,4
450144,77335,5
450146,27295,2
450149,22500,5
450151,1119,1
450152,17320,5
450153,9390,5
450154,6580,4
450155,13050,2
450156,13281,5
450159,2094,1
450160,9160,2
450161,3790,7
450162,29590,3
450165,27451,9
450168,39450,4
450169,25920,5
450171,44075,6
450173,119765,7
450175,1230,8
450176,6960,5
450177,84500,3
450178,3102,7
450179,20285,4
450181,92880,4
450182,9301,4
450183,40187,3
450184,17440,7
450185,33395,8
450186,20900,5
450187,7940,4
450188,270,1
450189,20821,6
450190,9091,2
450191,59420,6
450193,9350,2
450194,19635,5
450195,129338,6
450196,800,5
450197,19500,5
450198,5975,6
450199,67925,7
450204,10721,7
450205,30000,7
450206,166890,10
450208,22411,4
450211,11065,6
450212,48000,5
450216,91538,5
450219,23460,7
450220,60101,6
450224,27090,7
450225,70800,6
450233,24000,3
450234,28000,11
450236,36800,5
450240,40100,12
450244,23012,6
450251,30000,3
450253,151200,3
450257,43800,4
450258,11200,9
450259,26131,6
450261,34551,2
450265,1200,2
450266,131530,4
450267,16240,5
450268,50080,3
450269,73950,4
450272,41600,7
450273,11100,4
450274,27200,6
450276,41445,5
450277,11446,5
450278,45811,3
450279,43301,6
450281,125730,4
450282,30451,3
450283,50571,2
450285,38580,3
450287,50730,5
450288,5600,2
450290,712,2
450292,22310,8
450293,40600,8
450295,16200,2
450296,31100,3
450297,35130,5
450300,8300,5
450301,5901,3
450303,700,2
450305,4040,3
450308,3000,1
450310,930,2
450312,7601,6
450314,5400,3
450315,65820,3
450317,1991,2
450318,410,4
450319,20700,4
450320,55186,2
450321,1581,1
450324,22400,1
450325,6860,4
450326,4140,3
450327,1400,1
450328,3551,4
450330,2635,1
450332,31571,9
450333,46250,4
450334,24271,2
450336,5900,2
450337,24851,2
450338,2701,2
450339,6860,2
450340,42981,4
450341,4900,2
450343,35901,6
450344,9300,4
450346,28200,5
450348,7101,5
450349,600,4
450350,7000,5
450351,450000,3
450353,2950,1
450354,5800,1
450355,13600,5
450356,6700,7
450357,6900,8
450358,4920,5
450359,2901,4
450360,1302,1
450361,7201,4
450362,54780,5
450364,21100,6
450365,22420,4
450366,32700,6
450367,3201,1
450368,40400,4
452013,16780,5
452518,89360,3
455333,17040,1
456465,21200,3
456505,22000,3
458481,106200,2
459665,12900,1
468745,30960,2
469412,90880,3
471232,28600,8
471584,28000,3
471616,5251,3
473386,20000,3
473437,45900,3
474041,10680,1
475169,36500,4
478429,37196,4
480754,170,1
484672,7400,3
486846,110200,5
486884,39900,6
488473,21400,1
489620,3200,4
489705,12000,3
491991,130000,2
492424,30001,2
492755,4500,4
494453,176956,3
495691,77000,3
498303,32400,3
500003,96208,3
500004,67600,5
500005,27600,5
500009,67156,2
500012,20400,3
500023,43532,5
500030,32400,3
500033,22000,4
500036,30000,4
500141,1050,6
500143,10532,9
500144,6000,2
500145,102200,6
500146,17034,2
500149,1595,2
500150,33894,5
500152,12350,6
500155,200,2
500156,23370,2
500157,36101,4
500159,18450,2
500162,2190,2
500165,3935,6
500166,8520,5
500168,123,1
500169,3050,3
500171,1600,3
500173,3550,5
500174,5000,4
500175,32701,10
500177,9535,4
500178,1800,6
500179,1950,4
500180,5370,2
500181,11050,4
500182,6750,4
500185,4760,2
500188,38900,3
500190,8000,2
500191,6700,4
500192,2600,5
500193,3480,2
500195,58490,4
500196,7100,2
500230,6750,5
500231,91200,5
500232,4170,5
500233,4300,5
500234,2515,1
500235,5830,2
500236,7400,3
500237,13410,2
500238,61500,7
500239,44700,3
500242,7300,2
500243,16600,3
500248,550,6
500249,3701,4
500251,33455,6
500252,5201,4
500253,10250,3
500255,11601,5
500257,8100,2
500258,237200,3
500259,810,2
500260,2030,2
500261,26300,2
500262,58200,3
500263,30600,3
500264,3250,1
500265,39990,3
500266,1030,1
500267,26000,2
500269,43780,4
500270,8630,2
500271,65198,4
500272,29640,2
500277,43146,4
500278,3445,2
500279,62875,5
500281,1120,2
500282,2660,2
500284,1020,2
500285,90940,5
500286,54190,5
500287,19650,4
500288,4360,2
500289,45600,6
500294,48000,2
500303,52800,2
500305,45600,3
500307,55200,2
500310,68556,4
500313,59200,2
500315,72000,3
500317,22800,4
500319,9000,4
500320,56800,2
500321,24000,1
500327,44400,5
500329,85780,5
500333,22988,3
500334,16000,2
500355,22200,3
500357,149960,5
500361,36050,3
500362,68600,7
500368,9320,6
500370,1500,2
500372,77700,4
500373,75000,4
500374,44400,5
500375,58000,5
500376,28920,4
500377,30500,2
500379,27360,3
500382,30240,2
500384,4400,2
