2012年家户号,2011-2012全部家庭纯收入,同灶吃饭成员的总人数
410353,2640,6
410354,1884,1
410355,21685,6
410365,18060,5
410366,8400,8
410367,22300,6
410368,11000,5
410370,48920,6
410371,3400,5
410374,6200,2
410375,79030,6
410376,35450,5
410379,16390,4
410380,21880,5
410381,9120,5
410383,59000,5
410386,78380,4
410387,96200,4
410389,120000,6
410390,207350,9
410392,155563,5
410393,59200,4
410394,31400,5
410396,60100,6
410397,20800,6
410398,17660,4
410399,4740,5
410400,36860,3
410401,600,6
410402,60340,3
410403,43100,4
410404,58620,6
410405,49500,4
410407,4275,6
410408,52650,4
410409,32530,6
410410,29880,4
410411,41270,5
410413,21330,6
410414,23650,4
410415,800,1
410416,67040,4
410417,4420,4
410418,76750,4
410420,11500,4
410421,1300,1
410422,1040,1
410424,1900,3
410425,68640,4
410426,29371,5
410427,36410,4
410428,31050,5
410429,22300,4
410430,89500,5
410431,4700,1
410432,390,1
410433,10700,2
410434,56700,4
410435,32360,3
410436,7940,4
410438,33600,5
410439,226700,4
410440,500,4
410441,7400,4
410442,25100,5
410444,34500,7
410445,660,3
410447,46620,4
410448,6600,5
410449,43700,7
410451,60000,4
410452,4500,3
410454,5960,3
410455,78410,5
410456,14960,3
410457,1000,2
410458,26000,6
410460,21100,6
410464,35500,3
410465,22635,4
410466,5180,2
410468,60500,5
410469,4960,2
410470,2421,6
410471,58800,3
410473,36000,7
410479,30420,3
410480,16750,4
410481,56280,8
410482,1480,4
410483,4500,3
410484,4210,4
410486,64760,4
410488,3300,5
410489,34440,6
410492,4700,2
410493,26765,4
410496,6650,3
410497,35700,2
410498,52000,4
410500,78560,5
410501,114070,4
410502,17300,2
410503,80350,6
410505,56200,5
410508,40512,4
410509,457120,3
410510,25700,4
410511,54285,6
410512,77500,5
410513,81130,7
410514,125000,6
410517,29850,6
410518,34680,5
410521,3000,2
410522,21280,4
410524,15229,2
410525,31800,4
410527,120980,5
410528,19100,5
410530,25140,4
410531,50330,3
410532,1250,2
410533,23060,3
410534,1500,2
410535,45500,4
410537,35590,3
410538,64634,2
410539,27110,7
410540,38440,6
410541,52820,7
410542,52800,5
410543,2600,6
410544,35180,4
410545,5910,2
410546,26900,5
410547,33790,3
410548,48610,4
410549,51140,5
410550,55490,4
410551,48380,3
410552,23630,6
410553,40940,6
410554,27090,8
410555,18900,4
410556,12170,2
410557,60800,6
410558,7874,3
410559,37820,5
410561,8450,4
410562,4300,4
410563,11290,4
410564,1380,4
410565,58801,4
410566,40100,6
410567,13674,3
410569,34460,7
410570,1490,6
410571,41320,5
410572,112600,4
410573,27540,3
410574,24500,6
410575,13001,4
410576,32120,7
410577,192900,5
410578,1000,2
410579,80201,4
410580,1100,2
410581,37200,3
410585,25160,2
410586,115798,5
410587,13600,4
410590,12300,4
410591,3300,4
410592,85100,5
410594,22000,3
410595,14550,3
410610,22800,2
410614,50800,3
410616,28800,6
410618,32340,3
410620,38400,2
410622,40000,3
410623,10120,3
410625,3040,3
410629,1225400,2
410630,1500,3
410632,20000,3
410633,4430,3
410636,30000,4
410637,43200,7
410638,16800,2
410640,40800,2
410643,23600,4
410644,50000,3
410645,8000,4
410646,21700,3
410648,37200,2
410649,4200,3
410650,75630,11
410651,40800,2
410652,3660,4
410653,13200,2
410655,46228,5
410656,31640,11
410657,19200,1
410658,21200,3
410660,30900,3
410662,38600,3
410663,58800,7
410665,36000,2
410667,12000,2
410668,52000,4
410671,23600,3
410672,14400,4
410675,45200,2
410676,55000,3
410678,30000,4
410679,48000,3
410683,70000,3
410685,5000,3
410686,20000,3
410687,43480,5
410689,110072,7
410691,854600,3
410692,3800,2
410693,38000,4
410694,54700,7
410695,52000,3
410696,80000,3
410699,46000,6
410704,68360,3
410705,30000,3
410706,30400,4
410707,1000,2
410708,27600,5
410709,155000,7
410710,1000,4
410711,111820,7
410712,3000,2
410713,58800,2
410715,79900,10
410717,82460,7
410718,17470,4
410721,44710,8
410722,45900,7
410723,79560,7
410724,91080,8
410726,1671,5
410729,17100,3
410731,108970,6
410732,16810,4
410733,2850,9
410734,51750,7
410735,38280,10
410736,41940,10
410738,600,2
410739,10160,3
410740,22950,6
410742,55480,6
410745,36300,4
410746,29500,4
410747,11586,5
410749,41650,6
410751,85080,3
410752,1700,3
410753,22000,4
410755,48300,5
410756,20200,3
410758,38660,6
410760,26800,6
410761,10690,4
410762,19600,4
410765,66000,3
410771,20800,2
410773,65700,6
410774,11901,5
410779,96701,6
410782,10375,4
410783,900,1
410784,19000,2
410785,46300,3
410786,7420,6
410787,10090,5
410788,48800,6
410791,84420,8
410792,65150,6
410793,93401,5
410794,4000,2
410795,59900,3
410796,20200,3
410797,4300,5
410798,69850,4
410799,9510,4
410800,25590,2
410801,40800,5
410802,4592,4
410803,13900,2
410805,12000,4
410809,62760,4
410810,40101,9
410811,26490,6
410812,21900,7
410813,60290,9
410814,37250,3
410815,60620,5
410816,28700,7
410817,10600,4
410818,17620,3
410819,600,7
410820,70200,7
410821,97900,3
410822,10200,4
410823,44820,7
410824,17400,7
410825,700,3
410826,36200,3
410827,6900,8
410828,5571,2
410830,46100,14
410832,40050,9
410833,1550,7
410834,22400,6
410836,3200,3
410838,9370,2
410839,2920,2
410840,2440,2
410841,30070,6
410842,3160,3
410844,5050,6
410845,61504,4
410846,27570,5
410847,1900,4
410848,19500,3
410849,2326,5
410850,1000,6
410851,2100,4
410852,36670,4
410853,40040,4
410854,130370,9
410855,145500,5
410856,11070,9
410857,51360,4
410858,231060,10
410859,13310,4
410860,1080,6
410861,113000,3
410862,6500,3
410863,32480,3
410864,1230,5
410865,93800,7
410866,40100,4
410868,46300,2
410870,64120,4
410871,15610,2
410872,720,4
410873,45000,5
410874,2840,2
410875,1000,2
410878,3350,4
410879,3100,3
410880,800,6
410881,18800,7
410882,13300,6
410883,21956,4
410884,46900,5
410885,5220,4
410886,8300,5
410887,7020,6
410888,2370,6
410889,18840,4
410890,28800,5
410891,6912,2
410893,26260,4
410895,20300,4
410896,15400,6
410898,32450,3
410899,9530,2
410900,30930,9
410901,43900,4
410902,4035,2
410903,66000,3
410904,7730,3
410905,28400,6
410906,40720,8
410907,1460,4
410908,2680,5
410909,12800,6
410910,29000,5
410911,7700,7
410912,3800,1
410913,4920,6
410914,23459,9
410916,4730,3
410917,4000,4
410918,1700,2
410919,57500,7
410920,2500,5
410921,11190,4
410922,62120,4
410923,8890,3
410924,72160,5
410925,128870,7
410926,43391,3
410927,1012,4
410929,153650,13
410930,71518,4
410931,36586,3
410933,21918,6
410934,118490,6
410936,14566,5
410937,1391,2
410938,126398,10
410939,63830,5
410942,14020,4
410943,58630,4
410944,11186,10
410945,41150,6
410947,28314,3
410948,1310,4
410949,48370,6
410950,385184,12
410952,18237,9
410953,35610,4
410954,76650,8
410955,85580,8
410956,6600,4
410958,35980,4
410959,88151,4
410960,7981,6
410961,34570,6
410962,50000,8
410964,43280,9
410965,15561,7
410966,52020,4
410967,8718,6
410968,36440,6
410969,51880,6
410970,83460,6
410971,5000,1
410972,32971,4
410978,5170,4
410979,38980,7
410980,9420,6
410981,54732,7
410982,136481,13
410983,24401,5
410984,13940,9
410986,22060,4
410987,51825,4
410988,50400,5
410989,46940,5
410990,1000,1
410991,52870,7
410993,47100,7
410994,27000,4
410995,37710,14
410996,15940,4
410997,1420,3
410998,12700,7
410999,15150,3
411000,98961,8
411001,171780,9
411003,12940,4
411005,27260,5
411006,13507,4
411007,115117,8
411008,5425,1
411009,32358,4
411010,66675,4
411011,31028,2
411013,27250,3
411014,55094,6
411016,107442,8
411017,3500,1
411018,10421,2
411019,8941,2
411020,5505,2
411021,67991,4
411022,80831,8
411023,60000,6
411026,32688,5
411027,20044,2
411028,66939,6
411029,37212,5
411030,22290,3
411031,79500,6
411032,6000,2
411033,15350,1
411034,40200,8
411035,18200,6
411036,50450,5
411037,200,2
411038,110581,8
411039,5000,2
411040,3020,5
411041,5670,3
411042,88200,6
411044,152000,5
411045,58782,6
411046,85500,5
411047,3900,6
411048,54500,5
411049,17700,5
411050,67660,4
411051,26050,5
411053,46300,6
411054,26320,4
411055,63465,6
411057,19300,3
411058,27700,6
411059,8400,4
411060,1660,3
411062,25200,3
411064,246000,2
411066,36000,3
411067,37000,3
411068,22800,2
411069,45360,4
411070,28400,8
411071,80070,5
411073,29000,3
411074,2400,2
411075,64600,6
411077,81000,3
411078,15000,3
411080,52000,2
411081,57300,5
411082,33600,6
411084,67200,6
411085,25000,2
411086,204000,3
411087,75800,6
411088,35360,4
411089,54800,3
411090,87600,5
411093,5900,10
411094,5400,5
411095,87801,8
411096,60240,6
411097,33900,5
411098,1700,2
411099,30100,5
411100,115030,6
411101,35640,5
411102,23550,5
411103,83480,9
411104,17800,8
411105,87100,7
411106,6800,2
411107,43200,3
411108,39280,6
411109,64500,6
411110,60000,7
411111,9000,4
411112,48300,3
411113,1800,4
411114,1900,3
411115,45120,5
411116,95321,4
411117,121372,4
411118,86610,10
411120,65000,5
411121,9900,2
411122,16281,4
411123,110,1
411124,16100,3
411125,25200,6
411129,38300,3
411131,18000,3
411132,32700,3
411133,62300,6
411134,3600,5
411136,600,1
411137,83600,8
411138,32300,5
411139,41460,5
411140,14000,4
411141,69900,4
411142,9700,4
411144,19200,3
411145,30300,5
411146,8400,4
411147,96600,6
411148,28800,5
411149,1000,2
411151,15960,6
411152,14700,7
411153,1794,3
411154,84300,4
411156,35700,5
411158,3180,4
411159,16400,4
411160,15406,4
411162,5970,6
411164,16600,3
411166,14289,4
411168,16070,5
411169,3412,8
411170,19100,6
411172,9240,6
411173,2100,5
411174,5195,3
411179,3500,2
411180,5200,4
411181,34090,4
411186,24000,7
411188,4211,5
411192,800,2
411193,12500,4
411197,45500,4
411203,6420,2
411204,3100,4
411205,32000,7
411206,6400,11
411207,5420,5
411209,5300,7
411210,2400,9
411211,45100,4
411213,20400,5
411214,34300,7
411215,45290,6
411216,50500,7
411217,11400,8
411219,54100,12
411220,12800,7
411222,1700,10
411223,3720,7
411225,4100,4
411229,2600,3
411230,11770,3
411233,81400,1
411234,31920,2
411235,58400,3
411237,28800,3
411238,15000,4
411239,64072,5
411240,266800,3
411241,26800,1
411242,119440,3
411244,27311,5
411246,48800,4
411250,71300,6
411253,50200,5
411256,97840,5
411260,45800,2
411262,44000,3
411263,45200,3
411264,33600,3
411270,54080,3
411272,50000,6
411274,20700,3
411275,57800,3
411284,38000,5
411286,40440,6
411289,21900,6
411295,30000,6
411297,9600,5
411298,2128,1
411299,93420,6
411300,61600,5
411301,6128,6
411302,13680,3
411303,42700,5
411305,21520,5
411306,8530,2
411307,46900,3
411308,46995,6
411309,63650,5
411310,92371,6
411312,107350,2
411313,63700,4
411314,41820,2
411315,31340,4
411316,5100,6
411317,31000,3
411318,2100,2
411319,18400,2
411320,75100,6
411321,13480,3
411325,50365,4
411326,21300,4
411327,27700,5
411328,48400,3
411329,6400,6
411330,25460,3
411331,48900,4
411332,45570,5
411333,34624,1
411334,79100,5
411335,39221,6
411336,79275,5
411337,70635,4
411338,17000,6
411340,20990,4
411341,16501,4
411342,73550,3
411343,35440,6
411344,22140,2
411345,196820,6
411346,28600,4
411348,98045,5
411350,31310,5
411352,17980,2
411353,26040,6
411354,400,4
411355,15400,4
411356,52400,2
411360,21330,3
411365,32300,4
411375,58560,5
411376,4200,3
411377,20000,3
411385,124900,4
411386,42700,5
411391,43769,3
411392,54700,4
411395,35200,8
411398,72900,7
411399,29000,5
411406,5050,2
411408,11400,3
411410,36400,6
411412,44725,6
411414,8600,6
411415,74920,7
411416,83260,12
411417,34720,5
411418,5605,2
411419,91100,7
411421,28000,4
411422,41600,5
411429,107230,8
411430,105100,5
411433,66060,4
411434,11000,3
411436,90496,7
411437,104800,5
411440,91700,11
411442,101267,2
411444,14800,2
411445,59200,4
411449,10360,2
411452,1940,4
411458,14300,3
411459,33600,5
411461,21600,6
411465,135800,5
411468,55095,6
411469,67220,6
411471,63700,6
411472,22110,6
411474,61200,5
411476,40580,5
411477,11300,4
411478,76660,4
411480,31800,2
411481,10870,3
411482,4800,2
411483,1820,2
411484,36510,4
411486,21230,3
411487,63765,7
411489,71360,6
411490,21800,6
411491,42116,4
411492,10630,3
411493,53580,6
411495,22400,4
411496,35440,5
411497,30400,4
411502,2100,2
411503,20250,3
411505,8700,2
411506,82950,3
411508,22840,3
411509,8021,4
411510,2530,4
411511,78325,4
411512,151750,5
411514,6740,4
411515,50450,5
411518,12550,4
411519,2120,2
411520,1655,7
411521,6610,4
411523,2921,6
411527,36490,5
411528,133900,7
411529,9550,3
411531,17020,4
411532,46080,5
411534,11580,1
411536,40920,4
411538,1500,1
411540,4420,3
411541,49500,4
411542,91850,5
411543,2050,1
411545,11030,6
411546,46480,3
411547,60430,7
411548,4600,2
411549,48480,4
411550,35480,5
411551,274,1
411552,33720,4
411555,1420,1
411556,18750,4
411560,73625,3
411561,1160,2
411563,27811,2
411567,26420,7
411568,141900,5
411569,17220,5
411571,33920,4
411572,36665,5
411573,60652,3
411574,26500,4
411583,28480,5
411585,2428,4
411587,18920,4
411588,127646,6
411589,1700,2
411590,1528,2
411591,70120,7
411592,20210,4
411593,84700,3
411594,50495,4
411596,108637,5
411598,6310,4
411599,135100,7
411601,25118,5
411603,61747,7
411604,27120,5
411605,46340,6
411606,44887,7
411607,63250,6
411608,24200,4
411609,2000,4
411611,74000,2
411612,11800,4
411613,1300,3
411614,15600,2
411617,17300,4
411620,34200,2
411621,5000,3
411622,5200,3
411623,3200,3
411624,30750,5
411627,8620,3
411628,42500,3
411630,6000,4
411631,2800,3
411632,6700,3
411634,962,3
411637,500,2
411638,34800,7
411640,74400,2
411642,100920,1
411643,12000,2
411645,35780,3
411647,5600,3
411648,20001,3
411650,41600,4
411651,13620,3
411652,22350,2
411653,16500,6
411654,88490,3
411657,21800,3
411658,43501,4
411659,20357,2
411660,61550,3
411661,11076,2
411662,109750,9
411663,45000,4
411664,30000,2
411665,16020,5
411666,45400,4
411667,27050,3
411669,68520,5
411670,40810,2
411671,38647,3
411672,52580,5
411673,2000,2
411675,61000,3
411676,255000,3
411677,62800,3
411679,222000,3
411680,31960,4
411681,91200,3
411684,71520,5
411686,21000,3
411687,53000,3
411688,25300,5
411689,160000,3
411690,121600,3
411691,36000,5
411692,18800,4
411693,182120,3
411694,3400,3
411695,24080,4
411698,55800,3
411699,35900,3
411700,35000,4
411704,26800,3
411706,68600,2
411707,74400,3
411708,10000,3
411709,55200,3
411710,66000,2
411711,40800,3
411712,67560,5
411716,34920,5
411719,36000,3
411720,55500,3
411721,73440,3
411724,52200,3
411727,100000,3
411730,175600,3
411732,38988,2
411733,10000,2
411734,71800,6
411735,60800,3
411736,15600,3
411738,69600,6
411739,75070,7
411740,18597,2
411743,20790,3
411744,66400,6
411745,54440,7
411746,49270,5
411747,20210,5
411748,12670,6
411749,2465,5
411750,20300,4
411751,21200,7
411752,27204,4
411753,40000,4
411754,52020,4
411755,62456,4
411759,26180,8
411760,5292,6
411762,22400,3
411763,122110,6
411764,6290,4
411766,1720,4
411770,64950,3
411771,81750,10
411772,62100,6
411773,41700,3
411774,10090,6
411775,41370,6
411776,30000,4
411778,41512,7
411779,8800,6
411780,3320,6
411782,83616,5
411785,20477,6
411786,48810,5
411788,17000,2
411791,20410,5
411792,14400,4
411793,117300,8
411794,49500,4
411795,15580,4
411796,18960,6
411797,93740,4
411800,20600,5
411801,70320,8
411802,2280,3
411803,2400,4
411804,23320,8
411808,2160,5
411809,5720,4
411810,3000,5
411811,40800,3
411812,4200,6
411813,720,3
411814,1990,6
411816,15600,5
411817,40920,6
411826,42000,3
411827,57600,3
411829,26200,3
411830,46800,4
411831,78600,5
411834,51000,3
411835,52000,3
411836,58720,3
411837,83040,4
411838,24000,3
411839,46000,3
411840,94560,5
411841,60920,3
411842,35600,3
411843,14000,4
411844,72000,2
411846,100200,6
411848,4340,3
411849,37800,5
411850,77240,3
411851,27600,2
411852,64600,3
411854,24672,2
411859,161600,4
411860,41528,4
411863,6300,5
411865,41600,4
411873,142278,4
411875,91200,4
411876,50150,3
411877,100000,4
411878,81360,3
411879,47000,3
411880,84880,3
411883,49540,4
411888,66800,2
415133,7351,4
415297,59400,4
415758,57000,3
416473,34256,3
418048,248800,2
420001,102800,4
420002,20000,3
420003,22240,3
420004,94900,3
420005,72801,3
420006,31920,4
420007,10200,1
420008,43680,4
420009,15001,2
420010,161780,5
420011,11760,6
420012,24000,2
420013,52000,2
420014,10900,3
420016,164100,6
420017,38700,2
420020,48721,4
420022,27600,2
420023,69900,4
420024,76000,3
420025,25900,3
420026,25200,2
420027,201401,3
420028,59100,5
420030,69600,3
420031,45000,4
420034,49096,3
420036,89850,5
420039,155000,2
420043,13000,3
420045,120000,3
420047,31600,4
420049,50280,2
420054,91810,4
420055,40400,3
420056,69200,3
420057,46000,2
420059,62000,2
420060,17000,3
420061,58400,3
420063,50640,2
420066,25600,3
420067,26000,3
420069,18800,3
420070,50760,3
420075,72400,4
420077,63740,3
420079,25000,5
420083,204320,6
420084,70000,3
420085,53000,5
420087,95000,4
420088,18000,3
420089,67200,3
420090,51080,3
420106,39600,2
420109,9600,6
420113,60000,3
420116,35724,2
420118,160120,4
420119,100000,2
420120,62640,5
420254,5830,3
420255,43050,3
420256,27340,2
420257,7601,4
420258,47401,5
420261,98100,4
420263,16901,4
420264,36801,3
420265,43401,2
420266,47591,3
420267,68200,3
420268,18530,5
420269,41051,3
420270,18030,2
420271,12501,6
420272,28201,5
420273,12100,3
420274,1500,4
420275,82500,3
420276,33480,3
420277,15400,2
420278,26801,3
420279,50421,3
420280,39571,3
420281,13300,3
420282,55481,6
420284,3901,5
420286,800,1
420288,13400,2
420289,74901,6
420293,20850,5
420295,73601,4
420297,4801,2
420298,26900,6
420300,26381,3
420301,27860,4
420302,10701,3
420303,48500,5
420305,8800,5
420307,12480,4
420308,13280,6
420309,43530,3
420310,27360,3
420311,22900,3
420313,2410,3
420314,31780,4
420315,16320,2
420316,23300,5
420317,23610,4
420318,2060,3
420319,21230,2
420322,54260,4
420323,96230,4
420324,39270,3
420325,10420,6
420326,49030,6
420327,94340,8
420328,114480,3
420329,22500,3
420331,38300,6
420332,6400,5
420333,40300,3
420334,37860,4
420335,10980,2
420337,27200,3
420338,6000,3
420339,9000,3
420340,25618,4
420342,20550,4
420343,46250,5
420344,50000,3
420345,94800,5
420347,30120,4
420349,25100,2
420350,60860,5
420351,21000,3
420352,26000,2
420353,56060,5
420354,45700,5
420355,10000,2
420356,29260,3
420357,12300,4
420360,24000,3
420361,79270,3
420362,3600,3
420363,9900,2
420365,700,2
420366,30000,4
420367,32800,3
420368,72360,3
420371,6960,5
420374,20400,5
420375,28000,5
420376,27000,5
420378,143200,4
420379,14480,3
420380,74828,5
420384,24400,2
420385,38400,3
420389,23600,5
420390,42600,3
420392,19200,3
420394,52760,3
420402,43500,4
420405,54800,3
420407,84640,4
420409,49640,2
420411,40800,7
420412,64430,3
420413,21668,2
420415,3200,3
420417,47200,4
420421,97500,7
420424,103120,3
420426,41600,3
420427,12000,3
420430,62720,3
420431,13000,1
420435,30000,3
420444,42000,5
420445,132800,2
420453,133600,3
420455,92040,3
420456,38400,5
420461,60800,4
420463,22000,3
420464,76524,5
420467,45384,3
420469,24000,2
420470,62160,2
420483,52000,4
420486,26400,2
420487,32000,3
420488,7200,3
420490,50600,3
420491,29000,2
421228,28920,4
421457,40000,3
429330,36000,2
430002,109600,4
430003,60000,4
430006,24000,3
430007,24000,3
430012,228000,4
430015,152400,3
430024,84056,3
430025,43200,3
430026,248400,5
430027,170000,2
430033,140400,3
430034,42000,5
430042,18000,3
430043,7000,2
430046,43440,2
430049,34600,2
430057,60000,3
430064,195500,2
430072,15000,5
430074,157360,3
430077,155760,3
430086,146772,5
430089,200400,3
430098,296360,4
430099,250000,5
430102,109080,5
430104,34400,5
430108,136232,3
430109,8720,1
430111,45600,2
430112,42000,3
430113,39600,5
430114,16800,2
430117,32400,3
430118,50000,4
430119,36596,2
430122,16800,1
430123,23440,1
430124,52680,2
430125,492000,3
430127,48000,5
430128,44840,2
430130,83720,3
430131,107624,3
430132,56800,3
430134,46400,2
430136,60000,3
430138,30000,2
430139,33116,3
430141,50000,3
430142,83000,3
430144,18600,2
430145,75200,3
430147,18000,1
430151,118948,3
430152,41800,3
430157,21600,2
430158,111120,3
430163,15600,4
430165,82058,6
430167,62240,3
430168,48624,2
430178,18800,2
430180,42480,3
430182,192000,4
430184,41320,3
430185,17760,2
430187,355900,5
430188,207292,1
430198,50400,2
430199,136200,5
430204,30500,1
430205,246800,1
430206,349860,2
430211,74800,3
430215,37200,3
430216,38000,3
430218,112440,3
430220,30000,2
430222,40800,2
430224,16800,2
430225,101584,2
430228,16878,2
430230,34800,2
430235,64000,4
430237,31200,3
430238,33600,2
430239,80560,8
430242,39396,5
430245,78370,5
430246,61740,6
430248,26260,10
430250,29680,3
430251,4100,4
430252,43980,6
430253,29200,3
430256,62744,5
430257,2600,6
430258,46900,4
430264,85500,5
430266,25500,6
430268,105440,4
430269,119800,5
430272,6360,2
430275,44824,5
430277,64000,6
430278,4100,1
430279,46000,6
430282,107800,6
430295,100020,8
430298,10999,4
430300,15650,3
430301,3715,4
430302,103245,9
430305,1290,2
430306,380290,7
430311,26670,3
430314,45350,5
430316,449200,3
430318,15100,6
430319,16600,2
430320,6810,5
430322,67481,8
430323,38870,4
430324,23950,6
430326,37451,6
430327,65836,5
430328,72400,5
430330,110816,6
430336,30300,6
430338,91800,5
430339,227080,5
430340,83600,4
430341,300,6
430344,2700,7
430350,84340,8
430351,66110,8
430354,26746,3
430356,1010,5
430357,26510,4
430360,19750,3
430363,11000,3
430364,2300,3
430365,47018,6
430366,80566,6
430367,19351,2
430370,38971,5
430372,106120,4
430376,85900,8
430379,2200,2
430380,40000,3
430381,13200,4
430382,72500,4
430385,11000,4
430386,27840,2
430387,230000,3
430388,8700,2
430389,23000,3
430390,32300,5
430391,5000,4
430393,24000,4
430394,26000,8
430396,17724,3
430397,33000,6
430398,91600,7
430399,2060,5
430400,37200,5
430401,600,3
430403,50400,2
430404,53400,2
430405,42000,2
430406,20000,4
430407,25700,2
430409,14640,3
430413,3500,2
430414,43310,3
430415,5660,1
430416,29400,2
430417,490,4
430418,23025,5
430419,5160,4
430420,130890,5
430423,25430,4
430424,7980,3
430425,20140,3
430427,8420,2
430429,2120,2
430431,12230,6
430433,5620,3
430434,54870,4
430435,17260,3
430436,170,4
430439,21000,4
430441,42121,3
430442,59990,5
430443,1800,2
430444,51401,3
430445,80000,3
430446,23200,2
430447,32200,3
430450,40000,3
430451,62950,4
430452,64801,5
430455,20500,11
430458,39200,4
430459,37300,4
430460,41160,4
430461,25780,3
430462,37900,4
430463,116000,4
430464,106300,4
430465,11801,9
430466,8921,1
430469,28240,4
430471,24280,5
430472,71570,6
430473,17741,2
430474,64000,5
430475,10150,5
430477,4880,2
430478,9100,4
430479,28400,4
430480,14540,2
430481,52450,5
430483,39795,2
430487,17200,2
430489,26120,3
430490,14300,4
430491,36210,4
430492,75900,3
430493,36465,4
430494,57440,4
430495,95680,5
430496,21660,2
430497,750,2
430498,1921,3
430499,700,4
430502,630,6
430507,87500,4
430509,370500,13
430510,1720,5
430512,1390,1
430513,2700,1
430514,4951,2
430515,11300,3
430517,2570,3
430520,3930,3
430521,40781,5
430525,102290,6
430526,1200,7
430527,1200,2
430528,4300,7
430529,15000,6
430530,3000,4
430532,200,4
430533,4070,5
430535,25500,5
430539,33250,2
430540,1200,3
430541,73900,6
430544,21680,7
430545,16600,10
430546,16900,3
430547,10650,6
430548,1940,5
430550,24220,2
430551,3000,1
430552,8580,4
430554,13650,4
430556,4200,2
430558,7200,2
430559,20300,8
430560,400,7
430561,28400,3
430566,3200,4
430574,3300,3
430575,2249,4
430576,400,1
430580,8140,5
430581,73741,6
430583,4560,2
430589,1000,2
430590,19400,4
430592,48680,5
430593,11300,3
430595,35000,6
430597,37600,5
430602,2050,1
430604,36050,2
430605,40000,5
430609,56400,2
430611,31000,3
430612,50000,3
430613,103360,3
430614,75000,3
430615,25000,3
430616,31000,5
430618,126800,5
430620,36200,3
430625,63600,3
430642,36000,2
430645,24000,3
430647,26400,2
430648,52680,3
430649,30000,3
430651,75600,4
430652,84000,3
430653,48000,5
430654,155900,6
430662,30000,3
430674,4000,3
430676,12000,4
430692,10000,4
430704,60668,5
430707,20600,3
430710,8700,6
430711,74900,4
430712,26000,8
430717,3820,5
430718,29400,3
430719,18250,3
430720,41600,5
430722,3800,3
430723,25100,2
430724,19110,5
430725,32370,5
430727,43520,5
430728,33450,5
430731,84580,4
430732,2600,6
431922,96000,3
432529,57000,2
434065,73200,4
435469,38000,4
437885,39600,3
438193,84400,2
438283,59400,4
440035,103776,5
440043,105600,2
440058,90000,6
440059,96600,4
440067,110200,2
440077,159120,3
440083,19200,5
440087,92100,6
440095,11000,2
440096,24644,5
440098,169850,4
440099,24400,5
440101,33900,3
440104,37200,4
440105,29100,4
440108,4050,4
440110,89680,8
440115,18650,4
440117,200,2
440118,24600,4
440120,25600,7
440122,33651,5
440123,37800,4
440124,57000,3
440125,122614,6
440126,5500,2
440127,87500,3
440129,87400,3
440134,30500,6
440139,80000,3
440145,35600,3
440147,2900,2
440148,31000,3
440151,38100,3
440153,2000,4
440154,94400,6
440156,60500,6
440178,12020,4
440192,1450,3
440194,20000,2
440206,34000,3
440212,36000,4
440214,60000,4
440215,7200,5
440217,41400,6
440218,27400,2
440222,1135,5
440226,40140,3
440227,2480,7
440230,68410,7
440238,13071,7
440239,1782,1
440246,65401,6
440249,6450,1
440253,36270,5
440260,21075,4
440262,26300,4
440267,111000,6
440268,16800,1
440270,1550,6
440272,22301,5
440273,40000,4
440274,58400,4
440277,28280,3
440278,21320,3
440279,88000,4
440281,67850,6
440282,96910,6
440283,8712,2
440284,82120,3
440285,57000,6
440287,9192,5
440288,52500,5
440289,10135,2
440290,31545,4
440292,50260,3
440294,18360,4
440295,48110,4
440296,33820,6
440298,5120,5
440300,77044,8
440310,39860,5
440312,57219,4
440313,34000,7
440314,36322,5
440316,28628,4
440317,5700,3
440319,49860,4
440320,17710,5
440321,12744,4
440322,930,2
440325,25220,6
440326,45000,8
440329,54320,9
440330,3800,5
440331,55000,5
440332,14600,3
440333,109400,5
440335,20820,3
440336,198014,7
440338,1515,6
440339,35,4
440341,5070,2
440342,14465,4
440343,13200,5
440344,34260,3
440345,20950,4
440346,49880,6
440348,97350,5
440350,95880,4
440352,38300,5
440353,79241,4
440355,4521,3
440356,99825,6
440357,67301,6
440358,29750,6
440359,82380,3
440361,67440,6
440363,96250,4
440364,9350,4
440365,44200,2
440366,31320,6
440367,11100,2
440369,4800,3
440371,45230,3
440373,36700,3
440374,21000,3
440375,4100,2
440377,4520,2
440380,59050,4
440381,18471,10
440382,25200,5
440383,1721,11
440385,68300,7
440386,244132,8
440387,4000,8
440389,12800,6
440390,2300,1
440391,23280,5
440392,37060,4
440393,900,1
440394,8650,6
440395,47100,3
440399,6630,3
440401,23275,4
440402,2020,3
440403,900,5
440404,82895,5
440405,168850,6
440406,14530,6
440407,3800,5
440408,2350,7
440410,200,6
440412,12253,5
440413,33250,6
440414,44466,5
440416,100,5
440418,16600,4
440419,20640,3
440420,17540,3
440421,302700,7
440422,31920,8
440424,42000,3
440425,10000,8
440426,36300,8
440427,52980,5
440428,34500,3
440429,2780,3
440430,82120,7
440431,35500,7
440433,5720,4
440434,62480,2
440436,58400,5
440437,4335,3
440439,10780,6
440441,7000,3
440443,8500,1
440444,43710,6
440445,93360,8
440446,387139,9
440447,8620,3
440448,72860,5
440449,60860,6
440450,72680,4
440452,63100,14
440453,24850,4
440454,166550,8
440456,6920,2
440459,217099,5
